,	，
esid	劲
esir	刭
esis	巯
esit	颈
esiw	迳
esnd	崂
esr	肃
esr	酰
et	峻
eta	顿
eta	酝
etcn	释
etfg	释
etfy	释
eti	亍
etmb	顿
etnb	颛
etnl	乱
etnl	辞
etnr	端
etnt	颛
etuq	释
eum	髟
euq	峄
ev	丑
eva	丑
evox	酶
ev,	ぇ
ev.	ェ
ew	遥
ewdf	鸡
ewdo	溪
ewdv	鸡
ewf	为
ewuf	鹞
ewuw	遥
eww	逯
exl	腌
eye	岿
e,	え
e,	ぇ
e,	ゑ
e,	へ
e.	エ
e.	ェ
e.	ヱ
e.	ヘ
faa	对
fad	烩
fado	炝
faf	焘
faj	烨
faqd	烩
fav	对
fb	旗
fbb	于
fbe	灯
fbn	疋
fbp	炝
fbs	烂
fbt	烩
fc	烛
fc	艳
fca	罗
fceb	匮
fck	匦
fcnb	烬
fcs	炼
fcv	艳
fcy	烟
fd	族
fdc	艳
fddc	艳
fddq	熘
fde	丰
fdem	炀
fdkw	煺
fdnc	艳
fdnl	艳
fdyf	艳
fdzu	啮
feb	邺
feba	对
feba	凿
febb	邺
febl	业
febt	业
febu	凿
febu	丛
fee	业
feff	烬
fegu	暖
fei	灿
feow	还
fep	炀
ferl	业
fert	业
fesa	黻
fesi	烃
fesu	黻
fex	暖
feyh	殷
ff	北
ffec	艳
ffed	丰
ffef	艳
ffel	艳
fffc	飚
fffx	飚
ffk	农
ffna	莹
ffnc	烛
ffnc	萤
ffnd	劳
ffnf	荧
ffnf	莺
ffno	营
ffns	萦
ffns	荦
ffny	茔
ffs	烁
ffu	煳
fg	己
fgia	凿
fgiu	毁
fgqf	熏
fgra	凿
fgyu	毁
fhj	烀
fht	颖
fhtb	颖
fi	欧
fifc	艳
fifd	丰
fiff	艳
fifl	艳
fii	厅
fir	罚
fj	飞
fjd	灯
fjnf	鸨
fjou	煳
fjqs	炼
fk	断
fkd	匡
fku	唇
flad	炽
flfw	选
flhp	炖
flo	炻
flop	炖
flzp	炖
fmb	买
fmc	磷
fmcs	烂
fmcs	磷
fmf	骂
fmh	焖
fmjs	烂
fmk	众
fmn	烂
fnbb	众
fnc	艳
fnc	焕
fncl	艳
fnd	励
fnfb	焕
fnn	带
fnnd	焕
fnob	焕
fob	炽
foof	鸥
fooo	区
fop	启
foq	熘
foua	赢
fouz	赢
fov	叵
fpbb	众
fpfj	烨
fph	熄
fpo	启
fq	幅
fqa	匮
fqer	烧
fqn	众
fr	业
frcf	羁
frjq	烨
frn	烁
frrj	烨
frsb	颖
frst	颖
fru	丛
fsa	乐
fsb	邺
fsi	烃
fsn	乐
fsn	业
fsv	罗
fsvw	逻
ft	顷
ft	烦
fta	烦
fta	顷
ftmb	烦
ftmb	顷
ftv	烦
fui	烃
ful	罢
fuma	赢
fumz	赢
funf	鹕
fuuf	罢
fuy	烃
fu,	ふ
fu.	フ
fv	区
fvnl	匦
fvt	顾
fvtb	顾
fvzw	游
fwj	炜
fwm	炀
fwn	游
fwn	旆
fwos	炜
fwpt	烁
fwt	颍
fwtb	颍
fwv	汇
fwwk	断
fx	发
fxnf	鸥
fybg	睾
fyd	署
fyj	睾
fyr	烧
fyuf	罴
fyyr	烧
fz	旋
fzcm	灿
fzqf	炉
g	干
gada	妫
gav.	ヵ
ga,	が
ga.	ガ
ga.	ヵ
gb	俱
gbi	郑
gbi	邮
gbi	郏
gbv	嫔
gbwf	妫
gc	奖
gca	麦
gcad	奖
gcd	奖
gce	酱
gceb	舆
gcqn	麸
gct	桨
gcth	面
gcto	面
gcty	面
gcw	浆
gd	娱
gead	奖
geae	酱
geat	桨
geaw	浆
gedo	娇
gee	妇
gefe	娅
gej	妇
gek	妩
genn	妇
genp	嫒
genu	嫒
gev.	ヶ
gewf	妫
ge,	げ
ge.	ゲ
ge.	ヶ
gf	驾
gfoo	妪
gfx	妪
gg	婢
ggg	奸
ggi	娇
ggl	妩
ggno	娇
ggnr	娇
ggo	娇
ggv	婢
ghx	嫒
gigu	嫂
gi,	ぎ
gi.	ギ
gjbo	嫱
gjjb	邮
gk	装
gl	辞
gln	娘
glok	娘
gm	妈
gmf	妈
gmt	娴
gn	关
gn	夹
gncb	嫔
gne	岙
gnf	鹫
gni	婶
gnii	婶
gnkb	嫔
gnlk	袅
gnmq	婶
gnoo	乔
gnpb	嫔
gnr	姗
gns	你
gnsb	嫔
gnv	夹
go	舌
goe	娅
gokb	娱
gokd	娱
gonb	娲
gonb	娱
gonf	鸹
gop	敌
go,	ご
go.	ゴ
gpdo	娇
gpdr	娇
gpe	侄
gph	媳
gpqn	麸
gpth	面
gpto	面
gpty	面
gpx	麦
gqd	动
gqdf	勋
gqer	娆
gqfd	勋
gqo	娲
grl	儿
gry	垂
gsfg	鼹
gt	媒
gta	颊
gta	顸
gtmb	颊
gtmb	顸
gu	毁
gua	将
guad	奖
guae	酱
guat	桨
guaw	浆
gumf	驽
gunb	胬
gu,	ぐ
gu.	グ
gv	夹
gvff	妩
gwa	妫
gwoo	墙
gwoo	嫱
gwv	迁
gylk	装
gyr	娆
gyyr	娆
hado	怆
ha,	は
ha.	ハ
hb	惧
hbbe	忏
hbp	怆
hbv	懒
hc	秧
hceb	愦
hck	惭
hcqn	麸
hct	栗
hdg	秆
hdzu	啮
he	恒
hec	秽
hed	恺
heeh	稳
hefl	恺
hei	籼
heih	稳
hek	怅
hek	怃
hel	恺
heny	称
hev	恒
he,	へ
he.	ヘ
hf	悦
hfg	惬
hfoo	怄
hfx	怄
hfy	怿
hfyg	怿
hg	委
hgl	怃
hgq	种
hgqd	恸
hh	稳
hhmb	积
hi	和
hi,	ひ
hi.	ヒ
hja	愤
hjbo	穑
hjcb	懒
hjeg	凄
hjg	凄
hjrb	愤
hjv	乎
hk	表
hkm	忾
hlad	恹
hldd	恹
hldh	忆
hlfk	怀
hloh	懔
hlos	懔
hm	看
hmb	责
hmbd	积
hmbr	恻
hmc	怜
hmcs	怜
hmeb	惧
hmmv	惧
hmv	悔
hmw	悯
hnc	恽
hneh	稳
hnpb	赘
hnpf	骜
hnpf	鳌
hoa	惯
hob	积
homb	惯
hoo	稆
hov	者
hov	稆
hoxb	惯
ho,	ほ
ho.	ホ
hp	麦
hpqn	麸
hqa	愦
hr	悦
hrrr	慑
hrt	颓
hrtb	颓
hruu	慑
hruy	悭
hrv	悦
hrvu	获
hspo	恼
hspx	恼
hsv	慌
hswu	恼
hsx	恼
hsxu	恼
ht	颓
htd	恸
hu	情
hudm	惨
huee	静
hum	惨
humr	靓
huq	怿
huum	惨
huv	悄
hu,	ふ
hu.	フ
hvb	懒
hvff	怃
hvsb	懒
hvv	惟
hwa	导
hwm	惕
hwoo	穑
hx	爱
hy	怪
hyn	恹
hz	静
hzas	秽
hzl	忆
hzo	惦
hzz	忆
i	这
ia	碍
iaa	讨
iai	谕
iaj	哗
iak	注
iam	论
ian	诶
iao	诟
iaqn	诚
iaqr	诫
iaqy	诚
iaur	谕
iax	议
iaxi	试
iay	诚
iayh	谂
ib	邮
ibbe	谶
ibd	谱
ibd	谫
ibe	证
ibed	谱
ibed	谫
ibef	谥
ibef	谦
ibf	论
ibh	详
ibio	谘
ibk	诠
ibki	议
ibm	诊
ibn	认
ibod	谱
ibor	说
ibpd	谐
ibu	讼
ibx	议
ic	筑
icdj	谭
icew	谴
icn	译
ics	谏
id	误
idah	认
idem	畅
idfu	谩
idl	谒
idnl	谒
ido	诏
idr	儿
idrk	夸
idv	谟
ieb	谗
iee	诎
iee	诤
iee	诩
ieem	谬
iegu	谖
iei	讪
iem	谬
ieo	词
iep	畅
ieqa	诼
ieu	诎
iewu	谣
iex	谖
iez	证
if	论
ifd	诣
ife	让
iff	谈
iff	讵
ifk	诓
ifl	记
ifm	谝
ifo	诟
ifoo	讴
ifx	讴
ify	访
ify	译
ifyg	译
ig	涛
igb	谀
igj	讦
igj	谶
igl	托
igo	话
igt	谋
igu	叟
igv	诧
igy	谤
ihg	诿
iho	诸
ihpf	谧
ihr	诱
ihu	请
ii	试
iie	讧
ij	讲
ijd	证
ije	讲
ijj	计
ijj	讲
ijj	谇
ijm	读
ijn	诀
ijnd	谳
ijny	讲
ijo	诂
ijqs	谏
ijyb	读
ijyd	读
ik	掀
ika	诉
ikbl	谌
iki	欣
ikkd	谮
ikl	谌
iklb	谌
iklr	谌
ikrl	谌
ikv	谌
il	该
ilad	识
ild	谙
ilf	诙
ilh	该
illm	谚
iln	让
iln	诔
ilnf	谤
ilnn	谛
ilno	谪
ilok	让
ilos	谅
iloz	谆
ilpm	谚
ils	谅
ilz	谆
im	读
im	诲
imb	贡
imcs	谰
ime	诅
imjs	谰
imn	谰
imno	谲
imv	诲
imw	谜
imx	谩
inad	谳
inb	讷
inbi	谵
inc	诨
incb	谗
ind	询
ine	诤
ine	诌
inf	鹅
ing	诧
ing	谄
inli	谵
inlp	诡
inm	谊
ino	调
inoa	谗
inp	诡
inyo	调
io	诏
iob	识
ioed	误
iogn	误
iok	谔
iokd	误
iook	谔
ioot	噪
iov	诏
ip	评
ipa	讣
ipf	讹
ipfj	哗
ipj	评
ipzw	诞
iq	赞
iqb	邮
iqbp	谡
iqie	畅
iqim	畅
iqk	诳
iql	电
iqn	谦
iqrp	谡
iqt	课
iqu	谓
ir	说
ira	巩
irac	巩
iraj	巩
irc	谨
irc	讽
irdd	谟
irfs	谎
irio	谘
irjq	哗
irl	讥
iro	诺
irrj	哗
irss	诽
iru	设
iru	诹
irv	诫
irvu	护
irx	讽
irxo	诺
irz	讥
is	谎
isa	谢
isb	诛
isi	训
isnf	谠
isnr	谠
iso	诰
isr	诜
isrb	赞
iss	诛
issa	銮
issb	脔
issc	蛮
isse	峦
issf	鸾
issh	恋
issh	挛
issp	变
issq	弯
issz	孪
ist	谍
isu	诮
isv	谎
it	课
ita	项
iti	订
itj	诵
itmb	项
itnq	诵
ito	诃
iu	请
iun	咏
iuo	诒
iuq	译
iuu	谣
iuvd	诶
iuwu	谣
iv	试
ive	谁
ivf	诈
ivf	谯
ivo	谵
ivom	诲
ivz	讫
iv,	ぃ
iv.	ィ
iw	诞
iwb	讥
iwe	诬
iwj	许
iwj	讳
iwlm	谚
iwm	畅
iwo	语
iwos	讳
iwwb	讥
ixa	诋
ixbd	读
ixe	诋
ixf	诙
ixj	谭
ixk	夸
ixo	谪
ixp	讶
iy	径
iya	诗
iyd	诸
iye	谥
iyeo	词
iyfb	读
iyh	志
iym	读
iynr	读
iyo	诘
iyp	讶
iypd	诸
iyy	诖
iz	证
iza	巩
ize	谑
ized	谳
izj	讯
izrc	巩
izx	讯
izx	巩
i,	い
i,	ぃ
i,	ゐ
i.	イ
i.	ィ
i.	ヰ
ja	贲
jac	捡
jado	抢
jae	捡
jai	揿
jakp	拢
jal	拢
jam	抡
jaob	捡
jaqc	载
jase	捡
jav	贲
jaw	挝
jaxf	拢
jaxu	拨
jb	损
jbbb	赍
jbeb	掷
jbek	丧
jbeo	啬
jbf	抡
jbg	干
jbgb	掷
jbgo	舍
jbk	丧
jbnl	卷
jbnp	卷
jbnv	扒
jbo	舍
jbp	抢
jbqj	掸
jbs	拦
jbt	颠
jbt	干
jbtb	颠
jbv	损
jbv	摈
jbyo	舍
jc	载
jcdj	掸
jcn	择
jcs	拣
jcsb	赖
jcua	抟
jcv	换
jd	换
jdb	邓
jddd	协
jdem	扬
jdjg	干
jdjs	韩
jdjt	干
jdjw	韩
jdw	挞
jeaf	捻
jeb	搀
jedf	掭
jedh	掭
jee	扫
jee	挣
jeev	扭
jeev	挣
jej	扫
jek	抚
jenn	扫
jep	扬
jet	采
jevm	携
jevo	携
jevr	携
jevt	携
jevu	携
jf	摆
jfb	扑
jfed	扑
jffd	捞
jffu	背
jfoo	抠
jfp	护
jfuf	摆
jfvz	拟
jfx	拨
jfx	抠
jfy	择
jfyg	择
jg	据
jgb	掷
jgi	挢
jgl	抚
jgno	挢
jgnr	挢
jgo	挢
jgry	捶
jh	撑
jhv	撑
ji	掀
jigu	搜
jiv	掀
ji,	じ
ji,	ぢ
ji.	ジ
ji.	ヂ
jje	构
jjf	捻
jjn	枣
jjny	构
jjqa	抟
jjqs	拣
jjqu	拨
jjv	提
jkac	蛰
jkad	势
jkaf	鸷
jkah	挚
jkap	拢
jkas	絷
jkay	垫
jkdf	热
jkt	攒
jkv	丧
jkzb	贽
jl	扩
jl	直
jlk	扩
jlp	扩
jlrb	扩
jlu	扩
jlul	拢
jlwv	拥
jm	损
jma	卖
jmbg	撄
jmcs	拦
jmeb	颠
jmet	颠
jmg	搂
jmgp	擞
jmi	扪
jmjs	拦
jmlb	颠
jmlt	颠
jmmr	觌
jmn	拦
jmpo	搁
jmr	觏
jmy	扪
jnbb	枣
jnbc	撺
jnbe	榨
jnbf	榨
jnbf	捻
jnbi	担
jnbs	撺
jnc	挥
jnc	换
jncb	搀
jncb	摈
jne	挣
jne	捣
jnfb	换
jnht	拧
jnkb	摈
jnli	担
jnmb	赖
jnnd	换
jnoa	搀
jnpb	摈
jnq	拥
jnrc	撺
jnre	榨
jnrf	榨
jnrf	捻
jnrs	撺
jnsb	摈
jnss	枣
jnt	拧
jnyr	觏
jnzf	鹁
jo	哉
jo	据
joa	捡
joa	掼
joae	掴
joh	掴
joj	掸
joka	掴
jomb	损
jomb	掼
jonf	鸪
jooj	掸
jook	丧
jorr	克
jouf	鹕
jov	据
joxb	掼
jp	抑
jp	扼
jpdo	挢
jpdr	挢
jpl	卷
jpp	才
jpqr	擤
jpv	扼
jq	捧
jqa	抟
jqac	撵
jqer	挠
jqnc	撵
jqow	挝
jqru	发
jqs	东
jqua	专
jr	摄
jrcv	摊
jrfr	揽
jrmb	贲
jrmr	揽
jrnd	捞
jrrr	摄
jruu	摄
jrvr	揽
js	拣
jsg	撄
jsnq	挡
jsnr	搅
jsnx	撑
jsny	撑
jsrb	攒
jta	题
jtdp	扰
jtmb	题
jtmp	扰
jtv	杂
ju	报
juaf	捻
jued	撸
jufd	撸
juq	择
juv	摊
jv	截
jvff	抚
jvl	揽
jvm	携
jvn	扑
jvo	担
jvu	携
jwh	挤
jwj	韩
jwj	韪
jwm	扬
jwn	进
jwos	韩
jwos	韪
jwr	挤
jwx	擦
jxa	抵
jxa	抟
jxj	掸
jybd	卖
jybr	觌
jybw	挞
jyob	撷
jyot	撷
jyr	挠
jyw	挞
jyx	扰
jyyp	挂
jyyr	挠
jz	提
jz	挖
jzc	蛰
jzd	掳
jzeq	据
jzf	热
jzh	挚
jzh	摅
jzmb	贽
jzn	据
jznf	鸷
jzo	掂
jzqd	掳
jzqh	摅
jzs	絷
jzy	垫
kab	琅
kadb	琅
kakp	珑
kal	珑
kav.	ヵ
kaxf	珑
ka,	か
ka.	カ
kb	环
kb	邢
kbld	勘
kbld	斟
kblq	戡
kcw	琏
kd	丘
kefe	氩
kei	欤
kenp	瑷
kenu	瑷
kesi	氢
kev.	ヶ
ke,	け
ke.	ケ
kf	与
kfe	盏
kfek	环
kh	惩
khx	瑷
ki,	き
ki.	キ
kj	开
kk	班
kkbl	琵
kkdc	蚕
kke	珏
kkmb	质
kkt	瓒
kk,	っ
kk.	ッ
kln	镶
klok	镶
klul	珑
km	形
kmb	质
kmbg	璎
kmf	玛
kmn	气
kmr	现
knc	珲
knf	鸩
knf	鸠
knfp	琼
knnp	琼
knop	琼
ko	碧
koe	氩
kon	环
ko,	こ
ko.	コ
kp	玫
kqv	戡
kren	佩
krf	尴
krl	玑
krtn	佩
krvf	尴
krz	玑
ks	贴
ksg	璎
ksi	氢
ksmb	琐
ksrb	瓒
kt	赏
kta	顼
kta	颀
ktmb	顼
ktmb	颀
ktn	杂
ku	期
kui	氢
kuy	氢
ku,	く
ku.	ク
kwb	玑
kwj	玮
kwos	玮
kwwb	玑
kwyu	珐
kx	养
kx	戋
kxx	气
kz	璇
l	广
lad	厌
ladh	靥
ladi	厣
lado	靥
ladv	魇
ladx	餍
lakp	庞
lal	庞
lao	耠
laxf	庞
laxu	废
la,	ら
la.	ラ
lb	腐
lba	飞
lba	愈
lbah	愈
lbao	疮
lbar	愈
lbbh	瘾
lbbj	瘅
lbbp	疮
lbbx	痒
lbcu	瘘
lbdm	疡
lbds	疗
lbe	疟
lbe	疡
lbee	痖
lbei	痉
lbfd	痨
lbfz	痴
lbgy	瘗
lbh	酸
lbi	邝
lbi	郦
lbiu	瘦
lbjb	癫
lbjb	癞
lbjt	癫
lbk	癀
lbkk	癍
lbl	疗
lbld	疬
lblh	癔
lbmg	瘘
lbmg	瘿
lbmp	症
lbmt	痫
lbnc	痪
lbnd	痪
lbnq	痈
lbo	痖
lbo	瘅
lboj	瘅
lbp	疖
lbpf	瘪
lbpg	痹
lbpm	瘪
lbrb	癀
lbrc	疯
lbrd	痨
lbru	疠
lbrv	瘫
lbrx	疯
lbsg	瘿
lbsi	痉
lbsj	瘅
lbtt	麻
lbub	瘀
lbuh	癣
lbui	痉
lbup	酸
lbuv	瘫
lbuy	痉
lbv	疠
lbvb	癞
lbw	疗
lbwm	疡
lby	尘
lbze	疟
lc	础
lca	麦
lcj	库
lcj	厍
lcqn	麸
lcth	面
lcto	面
lcty	面
ld	疾
ldjb	赣
ldjh	戆
ldl	办
ldn	庆
ldob	韵
ldud	厌
lduh	靥
ldui	厣
lduo	靥
lduu	厩
lduu	魇
lduv	魇
ldux	餍
lduy	压
lebb	赓
lek	庑
len	厉
lenb	赓
lend	励
le,	れ
le.	レ
lf	码
lffd	耢
lfg	娈
lfnf	鸾
lfp	变
lfu	变
lfv	码
lfx	废
lg	碑
lg	亳
lgl	庑
lh	顾
lh	摩
lhhd	历
lhhz	历
lht	颏
lhtb	颏
lhzf	鹑
lil	辩
li,	り
li.	リ
lj	耕
ljdu	庙
ljqu	废
lju	庙
ljzk	亵
ljzx	亵
lk	就
lkb	邝
lkl	庑
ll	产
llb	丽
llbb	郦
llbw	逦
llmb	颜
llmt	颜
llp	产
llr	铲
llto	耱
llul	庞
lm	毫
lmb	赉
lmbr	厕
lmg	耧
ln	来
lnf	鹭
lnf	鹂
lnf	鹩
lnjp	敌
lnjw	适
lo	碉
loa	硷
loab	碱
loae	硷
lobi	砼
loc	砗
loca	砖
lodm	砀
loe	砀
loe	砘
loee	础
loeu	础
lofn	砺
lofs	砾
lofz	碍
log	硖
lohb	碛
lohx	碡
loja	砖
lok	衮
lokb	磺
lol	矿
lolb	矿
lolk	矿
lolk	磙
lolu	砺
lolv	砺
lomf	码
lomr	砚
lone	碹
lonl	炮
lonv	碉
lonv	确
loo	硷
loob	颤
loom	毡
loot	颤
lopt	砾
loqa	砖
loqr	硗
lor	竞
lor	矶
lor	砾
lor	兖
lora	礴
lora	矾
lorc	砜
lorr	矶
lorr	竞
lorx	砜
lorx	砹
losb	朱
losf	鹫
loss	朱
lot	硕
lotb	硕
lotz	础
loum	碜
lowb	矶
lowm	砀
lowt	砾
lox	砖
loxa	砥
loyr	硗
lozf	鹑
lo,	ろ
lo.	ロ
lpdb	愿
lpdt	愿
lpmb	颜
lpmt	颜
lpnb	赝
lpp	产
lpqn	麸
lpr	铲
lps	产
lpsr	铲
lpt	顾
lptb	顾
lpth	面
lpto	面
lpty	面
lpu	么
lpv	广
lpvb	赝
lpvf	鹰
lpvh	应
lpx	麦
lqfy	廛
lqk	裹
lqnn	亩
lqnw	递
lqo	亩
lr	竞
lrc	飒
lreb	广
lrff	鹧
lrj	厅
lrkh	厅
lrkj	厅
lrnd	耢
lrok	衮
lror	兖
lrqd	励
lrqu	厉
lrt	颃
lrtb	颃
lrx	飒
ls	应
lsaf	鹫
lse	应
lsl	辫
lsnd	耢
lsno	耥
lsnp	厂
lt	床
lti	厅
ltm	厢
ltmr	亲
lu	离
lu	膏
lul	龙
lulb	龚
lulk	袭
lulr	聋
luly	垄
luly	垅
lu,	る
lu.	ル
lvd	励
lve	离
lw	磁
lwlw	兹
lwn	辽
lwn	逦
lwns	牵
lwvw	瓮
lwwk	断
lx	疯
lxa	底
lxv	疯
ly	座
lybk	亵
lyda	厨
lyhp	庆
lykk	亵
lyoa	厨
lyrk	亵
lyzk	亵
lz	症
lznf	鹑
lzqf	庐
lzrw	递
m	满
ma	买
mac	睑
mad	类
madb	类
madk	阆
madt	类
mae	睑
majw	球
makp	胧
mal	胧
man	阆
mao	合
maob	睑
maqe	阈
mase	睑
mav	驰
maxf	胧
ma,	ま
ma.	マ
mb	须
mba	贝
mba	县
mbaa	赙
mbab	赊
mbaf	贱
mbaj	贼
mbaq	贱
mbar	赃
mbas	赊
mbaw	赇
mbax	贼
mbb	赠
mbbb	赊
mbbd	赠
mbbf	赚
mbbs	赊
mbbz	贬
mbcb	赆
mbdm	赐
mbe	赐
mbe	瞪
mbed	关
mbeh	悬
mbei	阙
mbek	账
mbes	县
mbez	赋
mbff	赕
mbfk	赈
mbgn	关
mbh	赌
mbia	赙
mbj	购
mbjd	赎
mbjm	赎
mbjp	财
mbjy	购
mbk	贱
mblh	赅
mblo	赔
mblu	贩
mbly	赃
mbme	罂
mbmf	鹦
mbmg	婴
mbmu	罂
mbn	闪
mbn	赇
mbne	贮
mbni	赡
mbnt	贮
mbnu	购
mbor	阅
mbor	贶
mbp	败
mbph	悬
mbpo	赂
mbps	县
mbpz	贬
mbq	赚
mbqj	阐
mbr	则
mbrr	赃
mbu	财
mbuo	贻
mbv	赡
mbw	赋
mbx	贿
mbxd	赎
mbxu	贿
mbyb	赎
mbyd	赌
mbym	赎
mbzo	贴
mc	瞩
mc	骚
mca	闽
mcb	邻
mce	阖
mcn	释
mcol	辟
mcs	阑
mcsb	邻
mcu	瞩
mcua	团
mcv	骚
mcwc	瞩
md	彻
mda	斗
mdbs	了
mdd	阊
mdeq	粮
mdg	阎
mdil	阉
mdo	间
mdql	阉
mdv	盼
mdv	馍
mdw	闼
mee	闩
mee	睁
meg	阎
menu	阌
mes	县
mesh	悬
mess	县
me,	め
me.	メ
mf	验
mfa	马
mfa	驰
mfa	验
mfa	骅
mfab	验
mfac	验
mfae	验
mfak	驻
mfbb	阏
mfbk	骈
mfc	驶
mfcn	驿
mfcs	骠
mfcz	骣
mfd	驮
mfdo	骑
mfdq	骝
mfeo	骄
mff	驴
mff	驷
mffb	骥
mffe	骟
mffg	驿
mffm	骗
mffo	驱
mffx	驱
mffy	驿
mfg	骄
mfgo	骄
mfgr	骄
mfh	骏
mfik	骋
mfkb	骐
mfl	骊
mfl	骧
mflb	骊
mflh	骇
mflk	骧
mfm	驵
mfmb	阗
mfn	粝
mfne	驺
mfnf	驼
mfno	驹
mfo	验
mfoo	眍
mfoq	骝
mfov	糊
mfp	骢
mfpa	驸
mfph	骢
mfpj	骅
mfpo	骆
mfpo	骄
mfpr	骄
mfqk	骋
mfqr	骁
mfqs	骡
mfqt	骒
mfrb	骤
mfrk	骤
mfrq	骤
mfrq	骅
mfs	驯
mfu	驭
mfuc	骚
mfum	骖
mfuo	骀
mfup	骏
mfuq	驿
mfv	骑
mfv	骓
mfx	眍
mfxx	驳
mfy	释
mfyg	释
mfyr	骁
mfzf	驴
mg	购
mgn	关
mgr	阋
mgry	睡
mh	闷
mha	闷
mha	懑
mhe	阈
mhv	闷
mi	门
miai	衔
miai	术
miat	衔
miat	术
mibh	怂
mibr	耸
mibz	从
micd	彻
miei	径
miep	霉
mig	旁
migi	冲
migt	冲
migu	瞍
mikh	惩
mil	徕
milf	旁
miqp	霉
mirp	阚
misi	径
mit	彻
mitp	彻
miui	径
miv	复
miv	佛
mivp	复
mivs	御
miwi	卫
miwp	后
miws	御
miwt	卫
mi,	み
mi.	ミ
mjb	阗
mjed	阕
mjgn	阕
mjmb	阗
mjn	闹
mjqa	团
mjqs	阑
mjv	贼
mke	闰
mkj	开
mkn	阕
mkv	驻
mla	了
mlh	阂
mln	闹
mln	睐
mlr	闶
mls	县
mlsh	悬
mlss	县
mlul	胧
mlv	粝
mmad	阒
mmf	闯
mmw	眯
mn	阑
mna	球
mnbf	鹬
mnbi	瞻
mne	睁
mng	阎
mnil	阄
mnof	鹬
mnql	阄
mnrf	鹬
mnx	阄
mn,	ん
mn.	ン
moa	睑
moca	团
moj	阐
moo	问
moo	闾
mooj	阐
mooo	板
mopo	闾
mot	困
mot	阃
mou	团
mov	闾
mox	团
mo,	も
mo.	モ
mp	御
mpad	糗
mpaq	阀
mpd	务
mpj	辟
mpmf	骛
mpnf	鹜
mpo	阁
mq	骤
mqi	闸
mqrb	粪
mr	阅
mrb	粪
mrdd	馍
mreb	瞒
mrj	闻
mrl	见
mrnb	瞒
mrnq	蒙
mrv	赃
ms	县
msa	县
mse	闫
msph	悬
msps	县
mt	闲
mta	须
mtmb	须
mtn	闲
mtnf	鹇
mtrp	阚
mu	精
mua	县
mubb	阏
mudm	糁
mue	闲
mufd	氇
muh	悬
mum	糁
mup	闭
muq	释
mus	毪
muum	糁
muv	睛
mu,	む
mu.	ム
mw	徐
mwgo	阔
mwj	闱
mwos	闱
mwv	遴
mwwf	关
mwx	闵
mx	驱
mxa	瞩
mxd	阍
mxl	阉
mxu	闳
mxv	驱
my	门
mybw	闼
myd	睹
myuf	阖
myv	赃
myw	闼
myy	闺
mz	征
mz	徒
m,	ん
m.	ン
nakp	宠
nal	宠
naxf	宠
na,	な
na.	ナ
nb	赛
nbbf	窑
nbcc	窜
nbd	穷
nbe	冈
nbee	冈
nber	刚
nbeu	窃
nbgs	窜
nbik	窍
nbjd	窦
nbjm	窦
nbmg	窭
nbmu	窃
nbob	窝
nbp	内
nbpb	宾
nbpp	窍
nbq	窥
nbqj	觯
nbqo	窝
nbqr	窥
nbsq	穷
nbtu	冈
nbue	窑
nbuu	窑
nbv	宾
nbws	繇
nbwy	洼
nbyb	窦
nbym	窦
nc	够
ncb	郓
ncj	军
ncmb	宾
ncn	奂
ncp	皲
ncw	运
ndx	筋
ndy	筋
ne	宣
nea	写
nee	刍
nei	岛
nek	帐
nenb	邹
nene	刍
nenp	皱
nenv	雏
nep	皱
nev	雏
ne,	ね
ne.	ネ
nf	穷
nfa	鸟
nfa	帱
nffh	宪
nfn	实
nfnc	触
nfnf	鸵
nfru	鹱
ngeu	寝
ngff	焰
ngn	觚
ngnf	写
ngr	寝
ng,	ん
ng.	ン
nh	忽
nhfh	宪
nhft	宁
nhmb	帻
nii	审
niqi	审
ni,	に
ni.	ニ
nj	角
njmb	赛
njmf	骞
nk	农
nk	窍
nkeb	宾
nkf	写
nkn	农
nknb	宝
nkv	窍
nkvb	宝
nkwb	宝
nlad	帜
nlk	袅
nlul	宠
nmb	负
nmf	惊
nmp	雕
nmq	审
nn	久
nnbd	奂
nnd	奂
nnrd	奂
nnv	象
nn,	ん
nn.	ン
no	宫
noa	实
noae	帼
nob	帜
nobb	奂
noh	帼
noj	觯
noka	帼
nomb	实
nonf	鸲
nooj	觯
nopo	宫
norb	奂
noxb	实
no,	の
no.	ノ
npob	额
npob	宾
npot	额
nq	富
nql	龟
nr	宽
nrbf	窑
nrcc	窜
nrd	穷
nrdn	幂
nre	匀
nreu	窃
nrgs	窜
nrik	窍
nrj	册
nrjd	窦
nrjm	窦
nrl	凫
nrma	宽
nrmg	窭
nrmr	宽
nrmu	窃
nrob	窝
nrpp	窍
nrq	窥
nrqo	窝
nrqr	窥
nrr	删
nrsq	穷
nrue	窑
nruu	窑
nrwy	洼
nryb	窦
nrym	窦
nrz	凫
nska	玺
nsmb	宾
nsr	宪
nt	额
ntn	枭
nu	寂
nu,	ぬ
nu.	ヌ
nv	宫
nv	帷
nvd	觞
nvdm	觞
nve	觞
nvnf	鹤
nvv	帷
nvwm	觞
nwj	帏
nwn	周
nwos	帏
nxl	龟
nxr	刚
nxv	冈
nxx	冈
nyom	雕
nyow	周
nyya	帱
nzmb	帧
n,	ん
n.	ン
oa	贯
oaa	寸
oaa	团
